Symbol,Date,Exchange,Open,High,Low,Close,Prev High,Prev Low,Prev Close,GAP%,ATR14,Outstanding Shares,Market Cap,Volume(-1),Volume(-2),Volume(-3),Avg Prev 3 Day Volume,PM Volume,Daily Volume,Volume Open to HOD,Volume HOD to Close,PM Trades,No. Trades,PM Volume / Avg Prev 3 Day Volume,Daily Volume / Avg Prev 3 Day Volume,PM Supply Rotation,Daily Supply Rotation,Supply Rotations Open to HOD,Supply Rotations HOD to Close,Open Time,Time HOD,Time LOD,Minutes Open to HOD,Minutes Open to LOD,Time HOD - LOD,Broke PM High,Broke PM Low,Day
VKTX,2018-09-18,NASDAQ,19.93,24.0,18.06,19.46,10.87,10.31,10.39,91.77,13.69,60657794.0,630234479.66,2027864.0,1629563.0,2089825.0,1915750.67,6305440.0,51712841.0,7620482.0,34645579.0,19916.0,260893.0,3.29,26.99,0.1,0.85,0.13,0.57,09:30:00,08:09:00,07:35:00,-81.0,-115.0,34.0,False,False,1
CLDC,2018-10-08,NASDAQ,2.1,2.76,1.29,1.29,0.81,0.78,0.8,162.47,1.99,24526899.0,19623971.89,18687.0,51870.0,6930.0,25829.0,1578629.0,24381926.0,775883.0,20209685.0,2903.0,67002.0,61.12,943.97,0.06,0.99,0.03,0.82,09:30:00,09:31:00,08:01:00,1.0,-89.0,90.0,True,False,0
TIS,2018-11-23,NYSE,2.12,2.43,1.52,1.8,0.74,0.62,0.68,211.76,1.83,10670348.0,7255836.64,1086052.0,353228.0,709229.0,716169.67,1268355.0,15201984.0,1181379.0,11729932.0,3353.0,53036.0,1.77,21.23,0.12,1.42,0.11,1.1,09:30:00,08:34:00,11:39:00,-56.0,129.0,-185.0,False,True,4
AXSM,2019-01-07,NASDAQ,7.07,8.89,5.76,6.87,2.85,2.6,2.63,168.82,6.95,30087213.0,79129370.19,244053.0,253443.0,456154.0,317883.33,2857506.0,51674498.0,28670901.0,17906589.0,9181.0,192091.0,8.99,162.56,0.09,1.72,0.95,0.6,09:30:00,12:10:00,06:32:00,160.0,-178.0,338.0,True,False,0
FTK,2019-01-11,NYSE,2.86,2.9,2.52,2.76,1.43,1.36,1.41,102.84,1.95,57342279.0,80852613.39,335343.0,903056.0,1458875.0,899091.33,3245686.0,22412605.0,538577.0,17562035.0,5867.0,65690.0,3.61,24.93,0.06,0.39,0.01,0.31,09:30:00,09:01:00,06:46:00,-29.0,-164.0,135.0,False,False,4
OCX,2019-01-29,NYSE,4.09,6.92,3.62,5.91,2.0,1.82,1.82,124.73,5.41,40664000.0,74008480.0,44807.0,31827.0,12394.0,29676.0,2220781.0,44582575.0,33375907.0,7071413.0,6904.0,170184.0,74.83,1502.31,0.05,1.1,0.82,0.17,09:30:00,14:30:00,07:02:00,300.0,-148.0,448.0,True,False,1
CODX,2019-01-30,NASDAQ,3.24,3.77,2.11,2.24,1.14,0.96,1.12,190.43,2.87,12923383.0,14417326.07,251391.0,56018.0,69713.0,125707.33,2556754.0,35087859.0,6078851.0,23365026.0,6092.0,121047.0,20.34,279.12,0.2,2.72,0.47,1.81,09:30:00,09:47:00,06:45:00,17.0,-165.0,182.0,True,False,2
MGNX,2019-02-06,NASDAQ,29.37,32.32,24.6,25.6,11.74,11.1,11.11,164.36,22.45,42353301.0,470545174.11,374127.0,1565578.0,397374.0,779026.33,4759286.0,25949913.0,605989.0,18289542.0,20532.0,152597.0,6.11,33.31,0.11,0.61,0.01,0.43,09:30:00,09:31:00,06:30:00,1.0,-180.0,181.0,True,False,2
IMDZ,2019-02-21,NASDAQ,5.82,5.83,5.8,5.82,1.44,1.4,1.42,309.86,4.47,48210520.0,68458938.4,199535.0,323084.0,280871.0,267830.0,10554977.0,27030829.0,13542911.0,2655484.0,3175.0,25075.0,39.41,100.93,0.22,0.56,0.28,0.06,09:30:00,06:58:00,06:45:00,-152.0,-165.0,13.0,False,False,3
FTNW,2019-02-26,NYSE,3.4,4.44,2.19,2.32,1.22,1.04,1.09,211.93,3.48,12286847.0,13392663.23,352293.0,423997.0,263440.0,346576.67,1636263.0,31534920.0,899628.0,27017127.0,5052.0,91989.0,4.72,90.99,0.13,2.57,0.07,2.2,09:30:00,09:31:00,08:30:00,1.0,-60.0,61.0,True,False,1
YRIV,2019-03-04,NASDAQ,0.99,1.17,0.75,0.77,0.46,0.38,0.45,119.12,0.98,172532565.0,77950212.87,6251891.0,2354162.0,3001290.0,3869114.33,5544384.0,41820177.0,7207470.0,26912630.0,5887.0,50724.0,1.43,10.81,0.03,0.24,0.04,0.16,09:30:00,09:16:00,06:33:00,-14.0,-177.0,163.0,False,False,0
SEEL,2019-03-08,NASDAQ,6.2,7.49,3.31,3.39,3.44,2.3,3.04,103.95,6.17,6221984.0,18914831.36,63802575.0,6468101.0,2163363.0,24144679.67,6922981.0,53268442.0,3033657.0,39615649.0,16469.0,163640.0,0.29,2.21,1.11,8.56,0.49,6.37,09:30:00,04:52:00,14:47:00,-278.0,317.0,-595.0,False,True,4
ATOS,2019-03-14,NASDAQ,4.65,7.39,4.3,7.07,1.51,1.46,1.51,207.95,6.03,5846552.0,8828293.52,50868.0,54790.0,58884.0,54847.33,5552514.0,92368579.0,79904795.0,1750973.0,16810.0,291860.0,101.24,1684.1,0.95,15.8,13.67,0.3,09:30:00,15:54:00,08:30:00,384.0,-60.0,444.0,True,False,3
DARE,2019-03-18,NASDAQ,2.72,3.25,1.6,2.1,0.93,0.86,0.92,195.65,2.46,11422161.0,10508388.12,87325.0,25597.0,262931.0,125284.33,3652044.0,49863790.0,6836921.0,36832240.0,6722.0,126672.0,29.15,398.0,0.32,4.37,0.6,3.22,09:30:00,09:40:00,08:00:00,10.0,-90.0,100.0,True,False,0
DERM,2019-03-18,NASDAQ,13.36,14.91,11.3,12.61,7.16,6.74,6.84,95.32,8.17,42328167.0,289524662.28,1887253.0,1396548.0,1116822.0,1466874.33,2540810.0,43068383.0,3207355.0,34937342.0,6593.0,159990.0,1.73,29.36,0.06,1.02,0.08,0.83,09:30:00,07:16:00,07:00:00,-134.0,-150.0,16.0,False,False,0
SPI,2019-03-21,NASDAQ,6.85,7.32,4.02,4.2,2.68,2.56,2.61,162.45,4.9,7914125.0,20655866.25,27560.0,16854.0,20602.0,21672.0,1818356.0,13836309.0,,10652665.0,6423.0,57932.0,83.9,638.44,0.23,1.75,,1.35,09:30:00,09:30:00,07:02:00,0.0,-148.0,148.0,True,False,3
CRIS,2019-03-25,NASDAQ,2.64,2.65,1.77,1.89,1.44,1.36,1.43,84.62,1.61,33150780.0,47405615.4,107180.0,244128.0,139139.0,163482.33,2065862.0,19891535.0,,16151809.0,4708.0,50419.0,12.64,121.67,0.06,0.6,,0.49,09:30:00,08:38:00,08:15:00,-52.0,-75.0,23.0,False,False,0
ALDX,2019-03-26,NASDAQ,12.2,12.79,9.35,9.71,7.62,6.81,7.14,70.87,5.98,27395425.0,195603334.5,352224.0,424964.0,144852.0,307346.67,2591298.0,21772637.0,,17479079.0,9119.0,96825.0,8.43,70.84,0.09,0.79,,0.64,09:30:00,07:34:00,15:35:00,-116.0,365.0,-481.0,False,True,1
MBIO,2019-04-18,NASDAQ,7.98,10.2,5.41,5.64,2.86,2.59,2.66,200.0,7.61,27561433.0,73313411.78,1304701.0,39296.0,64748.0,469581.67,3767338.0,37568580.0,2692803.0,28614530.0,11589.0,163874.0,8.02,80.0,0.14,1.36,0.1,1.04,09:30:00,04:04:00,15:27:00,-326.0,357.0,-683.0,False,True,3
AMTX,2019-05-06,NASDAQ,1.53,1.7,1.21,1.29,0.88,0.8,0.87,75.86,0.98,20375437.0,17726630.19,45459.0,14637.0,4677.0,21591.0,2989364.0,31325923.0,880532.0,25144588.0,5470.0,92328.0,138.45,1450.88,0.15,1.54,0.04,1.23,09:30:00,09:31:00,07:30:00,1.0,-120.0,121.0,True,False,0
GNCA,2019-06-03,NASDAQ,11.0,11.28,6.57,6.71,8.0,4.63,5.61,96.08,7.24,14050092.0,78821016.12,7921787.0,109885.0,59984.0,2697218.67,2595437.0,18351399.0,1312459.0,12665576.0,9016.0,96064.0,0.96,6.8,0.18,1.31,0.09,0.9,09:30:00,08:48:00,05:51:00,-42.0,-219.0,177.0,False,False,0
PRVB,2019-06-10,NASDAQ,10.79,22.82,9.75,13.79,4.5,4.0,4.35,148.05,19.22,37361562.0,162522794.7,309691.0,69434.0,126080.0,168401.67,1205847.0,26438168.0,9171524.0,13842990.0,4875.0,150132.0,7.16,156.99,0.03,0.71,0.25,0.37,09:30:00,10:25:00,05:57:00,55.0,-213.0,268.0,True,False,0
INSY,2019-06-12,NASDAQ,0.32,0.74,0.32,0.34,0.63,0.14,0.14,125.35,1.76,74569163.0,10588821.15,19318700.0,11381628.0,3722243.0,11474190.33,6003616.0,82303304.0,27233218.0,46539026.0,3554.0,81761.0,0.52,7.17,0.08,1.1,0.37,0.62,09:30:00,10:10:00,07:04:00,40.0,-146.0,186.0,True,False,2
MGI,2019-06-18,NASDAQ,3.66,3.92,2.76,3.88,1.53,1.43,1.45,152.41,2.59,56390754.0,81766593.3,4527021.0,449000.0,398679.0,1791566.67,4023748.0,54240273.0,46460639.0,484294.0,9098.0,161164.0,2.25,30.28,0.07,0.96,0.82,0.01,09:30:00,04:08:00,10:00:00,-322.0,30.0,-352.0,False,True,1
MLNT,2019-06-19,NASDAQ,4.56,7.27,3.77,6.41,2.05,1.9,1.98,130.3,5.65,11779897.0,23324196.06,178090.0,349822.0,349741.0,292551.0,4788837.0,85823586.0,67746427.0,8409977.0,13226.0,337832.0,16.37,293.36,0.41,7.29,5.75,0.71,09:30:00,14:51:00,07:30:00,321.0,-120.0,441.0,True,False,2
LGCY,2019-06-21,NASDAQ,0.1,0.13,0.08,0.09,0.08,0.05,0.05,87.97,0.66,114812812.0,6108041.6,48247340.0,47823439.0,23604523.0,39891767.33,10581288.0,130828612.0,35968530.0,74383213.0,3111.0,53016.0,0.27,3.28,0.09,1.14,0.31,0.65,09:30:00,07:05:00,04:00:00,-145.0,-330.0,185.0,False,False,4
HLTH,2019-06-24,NYSE,0.25,0.29,0.17,0.18,0.15,0.13,0.13,90.37,0.16,78250469.0,10477737.8,2023741.0,1528610.0,1163732.0,1572027.67,3174120.0,20353447.0,,15707057.0,1798.0,14975.0,2.02,12.95,0.04,0.26,,0.2,09:30:00,06:08:00,10:23:00,-202.0,53.0,-255.0,False,True,0
CODX,2019-07-18,NASDAQ,1.88,2.0,1.11,1.15,0.94,0.88,0.9,110.06,1.21,17115766.0,15318610.57,222983.0,441308.0,619972.0,428087.67,4966468.0,26881941.0,3580668.0,16412186.0,10211.0,65641.0,11.6,62.8,0.29,1.57,0.21,0.96,09:30:00,06:40:00,06:30:00,-170.0,-180.0,10.0,False,False,3
TRNX,2019-07-22,NASDAQ,2.85,3.15,2.37,2.73,1.7,1.28,1.57,81.2,2.5,81664203.0,25689190.0,23229363.0,30470518.0,27168568.0,26956149.67,3641362.0,20024858.6,8822912.4,6685388.0,2551.0,18221.6,0.14,0.74,0.04,0.25,0.11,0.08,09:30:00,07:44:00,06:09:00,-106.0,-201.0,95.0,False,False,0
CVRS,2019-08-08,NYSE,4.25,4.3,4.22,4.28,2.56,2.35,2.42,75.62,2.15,208137406.0,503692522.52,1627770.0,1904764.0,1450997.0,1661177.0,17393582.0,77926829.0,37811102.0,21786718.0,4444.0,63954.0,10.47,46.91,0.08,0.37,0.18,0.1,09:30:00,06:51:00,04:38:00,-159.0,-292.0,133.0,False,False,3
DCPH,2019-08-13,NASDAQ,42.9,42.99,34.55,35.9,23.56,19.88,19.95,115.04,23.11,38215108.0,762391404.6,514114.0,317240.0,253978.0,361777.33,1589108.0,11029667.0,,7744600.0,7584.0,78549.0,4.39,30.49,0.04,0.29,,0.2,09:30:00,08:19:00,07:36:00,-71.0,-114.0,43.0,False,False,1
ROX,2019-08-29,NYSE,1.25,1.27,1.25,1.26,0.67,0.61,0.67,87.66,0.78,170282894.0,113425435.69,776202.0,424223.0,1010592.0,737005.67,4194457.0,31362158.0,,25398299.0,913.0,19232.0,5.69,42.55,0.02,0.18,,0.15,09:30:00,04:59:00,04:18:00,-271.0,-312.0,41.0,False,False,3
CDTX,2019-09-03,NASDAQ,3.0,3.09,2.34,2.35,1.85,1.66,1.68,78.57,1.87,26767989.0,44970221.52,107168.0,277065.0,155040.0,179757.67,2424612.0,17029812.0,,13129164.0,6249.0,55899.0,13.49,94.74,0.09,0.64,,0.49,09:30:00,07:04:00,06:06:00,-146.0,-204.0,58.0,False,False,1
ALDR,2019-09-16,NASDAQ,18.48,18.88,18.34,18.5,10.14,9.72,10.06,83.7,10.49,83637234.0,841390574.04,685715.0,464464.0,853000.0,667726.33,8692313.0,49581586.0,674342.0,37068465.0,5182.0,104007.0,13.02,74.25,0.1,0.59,0.01,0.44,09:30:00,09:32:00,04:00:00,2.0,-330.0,332.0,True,False,0
ACRS,2019-09-17,NASDAQ,1.9,2.08,1.61,1.8,1.12,1.03,1.1,72.73,1.23,41368224.0,45505046.4,1806439.0,708737.0,223608.0,912928.0,3388577.0,33665039.0,21513889.0,7531892.0,6011.0,82194.0,3.71,36.88,0.08,0.81,0.52,0.18,09:30:00,05:58:00,10:07:00,-212.0,37.0,-249.0,False,True,1
SPI,2019-09-18,NASDAQ,3.91,4.0,3.02,3.76,2.43,2.16,2.26,73.01,2.3,7260672.0,16409118.72,9902.0,15131.0,14112.0,13048.33,1813324.0,15138917.0,,12158548.0,5450.0,61382.0,138.97,1160.22,0.25,2.09,,1.67,09:30:00,09:06:00,07:00:00,-24.0,-150.0,126.0,False,False,2
BNGO,2019-10-16,NASDAQ,1.12,4.7,1.05,2.85,0.61,0.5,0.55,103.41,4.2,10897522.0,6000175.61,104892.0,150860.0,11971.0,89241.0,3472781.0,34952901.0,22794807.0,6958306.0,8010.0,82170.0,38.91,391.67,0.32,3.21,2.09,0.64,09:30:00,13:09:00,08:02:00,219.0,-88.0,307.0,True,False,2
ACHN,2019-10-16,NASDAQ,6.38,6.44,6.1,6.27,3.67,3.48,3.65,74.79,2.96,139891000.0,510602150.0,764315.0,1109248.0,1487079.0,1120214.0,12968291.0,46956147.0,5529458.0,27212034.0,13209.0,94955.0,11.58,41.92,0.09,0.34,0.04,0.19,09:30:00,06:30:00,06:30:00,-180.0,-180.0,0.0,False,False,2
ISEE,2019-10-28,NASDAQ,1.85,1.99,1.58,1.7,0.95,0.92,0.93,98.92,1.08,41601639.0,38689524.27,79778.0,51087.0,134173.0,88346.0,3666675.0,27382636.0,17237856.0,5535116.0,6111.0,71301.0,41.5,309.95,0.09,0.66,0.41,0.13,09:30:00,07:35:00,06:30:00,-115.0,-180.0,65.0,False,False,0
FCEL,2019-11-06,NASDAQ,0.58,0.63,0.42,0.54,0.27,0.26,0.27,116.5,0.4,193608684.0,51867766.44,6067182.0,6450477.0,10362793.0,7626817.33,25068781.0,186323032.0,9171136.0,144647038.0,15033.0,142493.0,3.29,24.43,0.13,0.96,0.05,0.75,09:30:00,09:17:00,04:01:00,-13.0,-329.0,316.0,False,False,2
GNPX,2019-11-19,NASDAQ,0.8,1.09,0.55,0.62,0.42,0.38,0.39,106.83,0.74,15847855.0,6129950.31,12095.0,40462.0,66183.0,39580.0,1039464.0,11639306.0,1319508.0,8526670.0,1442.0,22548.0,26.26,294.07,0.07,0.73,0.08,0.54,09:30:00,09:35:00,08:00:00,5.0,-90.0,95.0,True,False,1
MYOV,2019-11-19,NYSE,13.37,17.17,10.37,12.92,6.34,6.01,6.06,120.63,12.51,89623564.0,543118797.84,269089.0,299106.0,408692.0,325629.0,8365773.0,72789663.0,18539218.0,41091835.0,19879.0,342483.0,25.69,223.54,0.09,0.81,0.21,0.46,09:30:00,10:24:00,07:22:00,54.0,-128.0,182.0,True,False,1
ARAV,2019-11-20,NASDAQ,13.46,15.62,9.6,9.64,6.74,6.47,6.69,101.2,9.41,11316510.0,75707451.9,7468.0,11454.0,6376.0,8432.67,2137337.0,14800985.0,395410.0,10484184.0,11206.0,107385.0,253.46,1755.2,0.19,1.31,0.03,0.93,09:30:00,08:12:00,07:00:00,-78.0,-150.0,72.0,False,False,2
CCXI,2019-11-26,NASDAQ,34.82,36.88,26.74,30.73,8.31,7.92,8.06,332.01,29.0,58268567.0,469644650.02,3201074.0,906152.0,880959.0,1662728.33,1743670.0,29119354.0,3180760.0,20864168.0,8033.0,198969.0,1.05,17.51,0.03,0.5,0.05,0.36,09:30:00,07:01:00,11:54:00,-149.0,144.0,-293.0,False,True,1
AUPH,2019-12-05,NASDAQ,16.7,17.48,14.75,15.0,8.54,7.95,8.39,99.05,12.55,85500228.0,717346912.92,10559117.0,4647394.0,3600585.0,6269032.0,2348147.0,41629329.0,16954927.0,19685980.0,8095.0,207296.0,0.37,6.64,0.03,0.49,0.2,0.23,09:30:00,06:38:00,09:35:00,-172.0,5.0,-177.0,False,True,3
ITCI,2019-12-23,NASDAQ,25.48,43.56,23.73,36.51,12.77,12.18,12.44,104.82,34.02,55261027.0,687447175.88,2198096.0,1707795.0,1656933.0,1854274.67,4012244.0,66484761.0,31529026.0,24222094.0,16338.0,467365.0,2.16,35.85,0.07,1.2,0.57,0.44,09:30:00,11:28:00,07:03:00,118.0,-147.0,265.0,True,False,0
SVRA,2019-12-30,NASDAQ,4.12,5.2,3.21,4.91,1.81,1.7,1.73,138.15,4.07,41210386.0,71293967.78,307999.0,413098.0,250722.0,323939.67,6273723.0,55621731.0,43746774.0,1142896.0,16557.0,194780.0,19.37,171.7,0.15,1.35,1.06,0.03,09:30:00,15:54:00,08:05:00,384.0,-85.0,469.0,True,False,0
LLEX,2020-01-03,NYSE,0.6,0.63,0.41,0.46,0.4,0.3,0.33,81.16,0.5,91584460.0,30332773.15,2358435.0,2505466.0,6459384.0,3774428.33,2248138.0,13276404.0,1028510.0,9196019.0,2168.0,17845.0,0.6,3.52,0.02,0.14,0.01,0.1,09:30:00,07:41:00,07:00:00,-109.0,-150.0,41.0,False,False,4
DARE,2020-01-13,NASDAQ,1.6,2.22,1.5,1.65,0.84,0.81,0.84,90.95,1.42,19683401.0,16492721.7,50668.0,65730.0,102164.0,72854.0,6425296.0,58942288.0,35376803.0,14591845.0,14398.0,143508.0,88.19,809.05,0.33,2.99,1.8,0.74,09:30:00,07:36:00,07:00:00,-114.0,-150.0,36.0,False,False,0
GNPX,2020-01-21,NASDAQ,1.2,1.74,1.04,1.15,0.37,0.35,0.36,233.33,1.48,19268841.0,6936782.76,311580.0,397435.0,505604.0,404873.0,5441193.0,53608134.0,21006794.0,23960798.0,7714.0,150263.0,13.44,132.41,0.28,2.78,1.09,1.24,09:30:00,10:23:00,08:00:00,53.0,-90.0,143.0,True,False,1
CODX,2020-01-23,NASDAQ,2.76,2.8,1.82,2.03,1.19,1.12,1.13,144.25,1.92,17342922.0,19597501.86,91119.0,173582.0,92070.0,118923.67,3640257.0,36063123.0,897718.0,29796458.0,9124.0,100102.0,30.61,303.25,0.21,2.08,0.05,1.72,09:30:00,06:54:00,14:49:00,-156.0,319.0,-475.0,False,True,3
VTVT,2020-02-10,NASDAQ,3.84,4.23,3.03,3.2,2.16,1.99,2.1,82.86,2.33,40918522.0,85928896.2,818048.0,257385.0,217631.0,431021.33,3344579.0,23311584.0,,17567154.0,8920.0,85679.0,7.76,54.08,0.08,0.57,,0.43,09:30:00,09:30:00,04:00:00,0.0,-330.0,330.0,True,False,0
CODX,2020-02-27,NASDAQ,17.7,19.67,11.13,15.96,10.89,4.37,8.9,98.88,16.97,24915876.0,221751296.4,82772152.0,14440743.0,13549677.0,36920857.33,6157981.0,58667167.0,7511500.0,39373610.0,16698.0,270367.0,0.17,1.59,0.25,2.35,0.3,1.58,09:30:00,09:50:00,04:00:00,20.0,-330.0,350.0,True,False,3
ALT,2020-02-28,NASDAQ,4.18,4.45,3.0,3.7,1.78,1.6,1.76,137.5,2.85,15312167.0,26949413.92,483981.0,102497.0,157841.0,248106.33,4084001.0,26125314.0,,20166487.0,9820.0,88734.0,16.46,105.3,0.27,1.71,,1.32,09:30:00,07:22:00,04:44:00,-128.0,-286.0,158.0,False,False,4
CORV,2020-02-28,NASDAQ,0.56,0.6,0.37,0.46,0.34,0.28,0.3,83.93,0.44,55382228.0,16891579.54,9020572.0,12485408.0,52726708.0,24744229.33,9735986.0,54373335.0,,42580982.0,5813.0,45463.0,0.39,2.2,0.18,0.98,,0.77,09:30:00,09:16:00,05:14:00,-14.0,-256.0,242.0,False,False,4
BMRA,2020-03-18,NASDAQ,6.28,10.9,5.51,10.3,2.63,2.05,2.37,164.98,8.85,10310355.0,24435541.35,12483.0,7265.0,39737.0,19828.33,1402955.0,33787899.0,27961877.0,711413.0,4256.0,172144.0,70.76,1704.02,0.14,3.28,2.71,0.07,09:30:00,15:48:00,08:24:00,378.0,-66.0,444.0,True,False,2
BMRA,2020-03-19,NASDAQ,19.8,23.39,13.6,16.0,10.9,5.51,10.3,92.23,21.34,10310355.0,106196656.5,33787899.0,12483.0,7265.0,11269215.67,1477710.0,19847768.0,4489971.0,11900609.0,5472.0,118234.0,0.13,1.76,0.14,1.93,0.44,1.15,09:30:00,09:50:00,06:52:00,20.0,-158.0,178.0,True,False,3
MFA,2020-03-25,NYSE,2.88,5.76,2.56,4.56,11.68,1.28,1.44,100.0,28.48,453114714.0,163121297.04,55081850.0,11524029.0,14022823.0,26876234.0,2178876.75,56849839.5,31913103.75,17965288.0,1751.0,86061.0,0.08,2.12,0.0,0.13,0.07,0.04,09:30:00,13:23:00,06:55:00,233.0,-155.0,388.0,True,False,2
MFA,2020-03-26,NYSE,9.0,11.6,6.56,6.8,5.76,2.56,4.56,97.37,28.12,453114714.0,516550773.96,227399358.0,55081850.0,11524029.0,98001745.67,5058130.0,70444830.25,34198450.0,27276156.5,7578.75,154723.25,0.05,0.72,0.01,0.16,0.08,0.06,09:30:00,13:03:00,04:01:00,213.0,-329.0,542.0,True,False,3
VVUS,2020-03-31,NASDAQ,3.94,4.55,2.73,3.6,1.01,0.93,0.95,312.61,3.75,10649000.0,10168730.1,189154.0,170107.0,252429.0,203896.67,5420984.0,55374939.0,3725047.0,42663653.0,15463.0,220865.0,26.59,271.58,0.51,5.2,0.35,4.01,09:30:00,09:23:00,07:03:00,-7.0,-147.0,140.0,False,False,1
IFRX,2020-04-01,NASDAQ,6.54,6.97,5.13,5.73,3.95,3.65,3.82,71.2,4.45,26105255.0,99722074.1,2540998.0,160278.0,240848.0,980708.0,3487697.0,27591357.0,,22142589.0,9815.0,130911.0,3.56,28.13,0.13,1.06,,0.85,09:30:00,04:51:00,11:38:00,-279.0,128.0,-407.0,False,True,2
WORX,2020-04-13,NASDAQ,6.45,14.88,5.45,12.02,2.38,2.22,2.25,186.67,13.06,7634561.0,17177762.25,21352.0,114776.0,35957.0,57361.67,3264235.0,96182937.0,76374823.0,8759781.0,12002.0,525001.0,56.91,1676.78,0.43,12.6,10.0,1.15,09:30:00,15:05:00,08:00:00,335.0,-90.0,425.0,True,False,0
ATOS,2020-04-16,NASDAQ,3.0,3.11,2.0,2.11,1.55,1.49,1.53,96.08,2.11,9130984.0,13970405.52,67719.0,89164.0,150750.0,102544.33,2475352.0,15127097.0,,11346374.0,6377.0,53462.0,24.14,147.52,0.27,1.66,,1.24,09:30:00,08:08:00,08:00:00,-82.0,-90.0,8.0,False,False,3
EDNT,2020-04-16,NASDAQ,3.37,3.54,1.71,1.75,1.35,1.05,1.14,197.01,2.55,8676501.0,14489756.67,261552.0,78691.0,32636.0,124293.0,7577182.62,42995309.7,,31454574.9,20400.66,190903.02,60.96,345.92,0.87,4.96,,3.63,09:30:00,08:01:00,07:30:00,-89.0,-120.0,31.0,False,False,3
WATT,2020-04-21,NASDAQ,2.73,4.17,2.45,2.67,1.07,0.92,1.04,161.24,3.56,37952017.0,39659857.77,508689.0,238666.0,263193.0,336849.33,11391803.0,123722955.0,48813911.0,57179376.0,23188.0,402774.0,33.82,367.29,0.3,3.26,1.29,1.51,09:30:00,10:57:00,06:00:00,87.0,-210.0,297.0,True,False,1
OAS,2020-04-23,NASDAQ,0.49,0.72,0.4,0.67,0.34,0.28,0.29,72.68,0.48,324124592.0,92537571.02,59532756.0,26929327.0,21470820.0,35977634.33,15211372.0,342073097.0,154689053.0,150734455.0,10148.0,270564.0,0.42,9.51,0.05,1.06,0.48,0.47,09:30:00,11:21:00,04:00:00,111.0,-330.0,441.0,True,False,3
CPAH,2020-04-23,NASDAQ,4.33,4.5,2.65,2.81,2.3,2.1,2.21,95.93,2.66,6102927.0,13487468.67,99391.0,471693.0,68242.0,213108.67,2941522.0,20020691.0,,14794711.0,8898.0,87579.0,13.8,93.95,0.48,3.28,,2.42,09:30:00,09:30:00,07:45:00,0.0,-105.0,105.0,True,False,3
CAPR,2020-04-29,NASDAQ,5.18,11.08,3.72,8.5,2.65,2.33,2.41,114.94,9.78,12464006.0,30038254.46,761982.0,1131215.0,4638667.0,2177288.0,3166838.0,199350507.0,125595788.0,59051452.0,10030.0,876196.0,1.45,91.56,0.25,15.99,10.08,4.74,09:30:00,13:03:00,09:04:00,213.0,-26.0,239.0,True,False,2
SPI,2020-05-01,NASDAQ,1.7,1.88,1.17,1.26,1.19,0.66,0.93,82.8,1.28,14621125.0,13597646.25,1818491.0,103567.0,98223.0,673427.0,1737140.0,13142177.0,4030247.0,6612662.0,4064.0,43087.0,2.58,19.52,0.12,0.9,0.28,0.45,09:30:00,07:39:00,15:37:00,-111.0,367.0,-478.0,False,True,4
STML,2020-05-04,NASDAQ,11.81,12.35,11.81,12.11,5.16,4.66,4.75,148.63,7.71,52472785.0,249245728.75,759274.0,534156.0,1597034.0,963488.0,7041007.0,33629566.0,13968969.0,10356021.0,3919.0,83702.0,7.31,34.9,0.13,0.64,0.27,0.2,09:30:00,11:06:00,07:30:00,96.0,-120.0,216.0,True,False,0
MVIS,2020-05-04,NASDAQ,0.89,1.14,0.79,1.1,0.53,0.38,0.44,101.22,0.92,130878000.0,58149095.4,70666240.0,35062372.0,20767568.0,42165393.33,14865152.0,206588186.0,167224764.0,5714405.0,16765.0,274736.0,0.35,4.9,0.11,1.58,1.28,0.04,09:30:00,15:49:00,04:00:00,379.0,-330.0,709.0,True,False,0
PTLA,2020-05-05,NASDAQ,17.85,17.91,17.71,17.85,7.77,6.91,7.76,130.03,11.81,78483617.0,609032867.92,1285398.0,1607439.0,1218085.0,1370307.33,25652175.0,99170813.0,54639153.0,12114511.0,8675.0,143512.0,18.72,72.37,0.33,1.26,0.7,0.15,09:30:00,07:31:00,08:00:00,-119.0,-90.0,-29.0,False,False,1
IO,2020-05-07,NYSE,3.37,4.36,2.55,2.64,1.92,1.61,1.67,101.8,3.16,15036648.0,25111202.16,375790.0,466594.0,329412.0,390598.67,2766628.0,55303805.0,12731154.0,35303462.0,8201.0,249011.0,7.08,141.59,0.18,3.68,0.85,2.35,09:30:00,09:42:00,07:25:00,12.0,-125.0,137.0,True,False,3
FTEK,2020-05-08,NASDAQ,1.19,1.49,0.84,0.91,0.5,0.45,0.47,153.41,1.04,24636390.0,11569248.74,185837.0,22582.0,22257.0,76892.0,5997047.0,44050644.0,750569.0,34042527.0,9908.0,96870.0,77.99,572.89,0.24,1.79,0.03,1.38,09:30:00,09:35:00,04:24:00,5.0,-306.0,311.0,True,False,4
CBAY,2020-05-12,NASDAQ,4.59,4.95,4.02,4.18,1.88,1.78,1.84,149.46,3.4,68882459.0,126743724.56,11530650.0,1395970.0,673466.0,4533362.0,7975412.0,88865005.0,41950896.0,34173039.0,16455.0,365691.0,1.76,19.6,0.12,1.29,0.61,0.5,09:30:00,07:01:00,04:03:00,-149.0,-327.0,178.0,False,False,1
